date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:00:15	23/23	---M--	200	added ('OK')	text/plain	etag:%223a32734d5ad61:0%22	http://www.tourdaum.com/robots.txt		(from )
00:00:15	38041/38041	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:00:15%20GMT	http://www.tourdaum.com/	C:/Dia/Dia/www.tourdaum.com/index.html	(from )
00:00:16	220/220	---M--	302	error ('Redirect')	text/html	date:Wed,%2006%20Jul%202022%2015:00:15%20GMT	http://m.tourdaum.com/upload/kakao/tourdaum.jpg	C:/Dia/Dia/m.tourdaum.com/upload/kakao/tourdaum.0.delayed	(from http://www.tourdaum.com/)
00:00:16	1518/1518	---M--	200	added ('OK')	image/x-icon	etag:%2297d37736835ed61:0%22	http://www.tourdaum.com/Resources/Images/favicon.ico	C:/Dia/Dia/www.tourdaum.com/Resources/Images/favicon.ico	(from http://www.tourdaum.com/)
00:00:16	122/122	---M--	200	added ('OK')	text/css	etag:%224052ff30835ed61:0%22	http://www.tourdaum.com/Resources/css/style.css	C:/Dia/Dia/www.tourdaum.com/Resources/css/style.css	(from http://www.tourdaum.com/)
00:00:16	7247/7247	---M--	200	added ('OK')	text/css	etag:%22172b2a31835ed61:0%22	http://www.tourdaum.com/Resources/css/bxslider.css	C:/Dia/Dia/www.tourdaum.com/Resources/css/bxslider.css	(from http://www.tourdaum.com/)
00:00:17	1471/1471	---M--	200	added ('OK')	application/javascript	etag:%22e6cd7ee1bf58d61:0%22	http://www.tourdaum.com/Resources/js/common.js	C:/Dia/Dia/www.tourdaum.com/Resources/js/common.js	(from http://www.tourdaum.com/)
00:00:20	19132/19132	---M--	200	added ('OK')	application/javascript	etag:%22959bf83c835ed61:0%22	http://www.tourdaum.com/Resources/js/jquery.bxslider.min.js	C:/Dia/Dia/www.tourdaum.com/Resources/js/jquery.bxslider.min.js	(from http://www.tourdaum.com/)
00:00:20	41435/41435	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2012%20May%202022%2007:01:00%20GMT	http://t1.daumcdn.net/adfit/static/kp.js	C:/Dia/Dia/t1.daumcdn.net/adfit/static/kp.js	(from http://www.tourdaum.com/)
00:00:20	176/176	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Jul%202022%2015:00:20%20GMT	http://www.tourdaum.com/Mypage/MyGrade	C:/Dia/Dia/www.tourdaum.com/Mypage/MyGrade.9.delayed	(from http://www.tourdaum.com/)
00:00:20	182/182	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Jul%202022%2015:00:20%20GMT	http://www.tourdaum.com/login?returnUrl=%2fMypage%2fMyGrade	C:/Dia/Dia/www.tourdaum.com/login.a84fc.delayed	(from http://www.tourdaum.com/)
00:00:21	32624/32624	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:00:20%20GMT	http://www.tourdaum.com/Product/ProductList?divCd=D	C:/Dia/Dia/www.tourdaum.com/Product/ProductList3a99.html	(from http://www.tourdaum.com/)
00:00:22	8043/8043	---M--	200	added ('OK')	image/png	etag:%221e84430c21ed71:0%22	http://www.tourdaum.com/Resources/images/logo.png	C:/Dia/Dia/www.tourdaum.com/Resources/images/logo.png	(from http://www.tourdaum.com/)
00:00:22	32995/32995	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:00:21%20GMT	http://www.tourdaum.com/Product/ProductList?divCd=N	C:/Dia/Dia/www.tourdaum.com/Product/ProductList9e6b.html	(from http://www.tourdaum.com/)
00:00:23	24096/24096	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:00:22%20GMT	http://www.tourdaum.com/Product/PlanProductList	C:/Dia/Dia/www.tourdaum.com/Product/PlanProductList.html	(from http://www.tourdaum.com/)
00:00:24	25009/25009	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:00:24%20GMT	http://www.tourdaum.com/Product/ProductLocationList	C:/Dia/Dia/www.tourdaum.com/Product/ProductLocationList.html	(from http://www.tourdaum.com/)
00:00:25	28190/28190	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:00:24%20GMT	http://www.tourdaum.com/Customer/NoticeList	C:/Dia/Dia/www.tourdaum.com/Customer/NoticeList.html	(from http://www.tourdaum.com/)
00:00:25	0/-1	---M--	302	error ('')			http://www.tourdaum.com/Mypage/MyGrade	C:/Dia/Dia/www.tourdaum.com/Mypage/MyGrade.11.delayed	(from http://www.tourdaum.com/)
00:00:25	0/-1	---M--	302	error ('')			http://www.tourdaum.com/login?returnUrl=%2fMypage%2fMyGrade	C:/Dia/Dia/www.tourdaum.com/login.1284fc.delayed	(from http://www.tourdaum.com/)
00:00:27	5018/5018	---M--	200	added ('OK')	image/png	etag:%224b92240c21ed71:0%22	http://www.tourdaum.com/Resources/images/bnr_nav.png	C:/Dia/Dia/www.tourdaum.com/Resources/images/bnr_nav.png	(from http://www.tourdaum.com/)
00:00:27	69757/69757	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:00:27%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DD0193	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelect7146.html	(from http://www.tourdaum.com/)
00:00:30	53196/53196	---M--	200	added ('OK')	application/javascript	etag:%2240785befba1fd71:0%22	http://www.tourdaum.com/Scripts/common.js	C:/Dia/Dia/www.tourdaum.com/Scripts/common.js	(from http://www.tourdaum.com/)
00:00:30	70387/70387	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:00:30%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DD0192	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelect5f32.html	(from http://www.tourdaum.com/)
00:00:33	92629/92629	---M--	200	added ('OK')	application/javascript	etag:%2297c2cd3c835ed61:0%22	http://www.tourdaum.com/Resources/js/jquery.min.js	C:/Dia/Dia/www.tourdaum.com/Resources/js/jquery.min.js	(from http://www.tourdaum.com/)
00:00:34	68515/68515	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:00:34%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DD0191	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelect4f1a.html	(from http://www.tourdaum.com/)
00:02:10	604470/604470	---M--	200	added ('OK')	image/jpeg	etag:%223876124ca370d81:0%22	http://www.tourdaum.com/upload/banner/main/pc_banner2_1.jpg	C:/Dia/Dia/www.tourdaum.com/upload/banner/main/pc_banner2_1.jpg	(from http://www.tourdaum.com/)
00:02:11	60973/60973	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:02:10%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DN0039	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelect7c6f.html	(from http://www.tourdaum.com/)
00:02:21	647792/647792	---M--	200	added ('OK')	image/jpeg	etag:%227456ee9b323d81:0%22	http://www.tourdaum.com/upload/banner/main/%eb%a1%a4%eb%a7%81%eb%b0%b0%eb%84%88_%ec%9a%b8%eb%a6%89%eb%8f%84.jpg	C:/Dia/Dia/www.tourdaum.com/upload/banner/main/%eb%a1%a4%eb%a7%81%eb%b0%b0%eb%84%88_%ec%9a%b8%eb%a6%89%eb%8f%84.jpg	(from http://www.tourdaum.com/)
00:02:21	69571/69571	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:02:21%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DD0194	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelect784a.html	(from http://www.tourdaum.com/)
00:02:34	768423/768423	---M--	200	added ('OK')	image/jpeg	etag:%227ec2dc208f71d81:0%22	http://www.tourdaum.com/upload/banner/main/pc_banner_9.jpg	C:/Dia/Dia/www.tourdaum.com/upload/banner/main/pc_banner_9.jpg	(from http://www.tourdaum.com/)
00:02:34	69818/69818	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:02:34%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DD0195	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelect01e4.html	(from http://www.tourdaum.com/)
00:03:12	70221/70221	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:03:11%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DN0049	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelectec30.html	(from http://www.tourdaum.com/)
00:03:49	219877/219877	---M--	200	added ('OK')	image/jpeg	etag:%2242d536d0d57dd71:0%22	http://www.tourdaum.com/upload/banner/main/20210720-%ec%97%ac%ed%96%89%eb%8b%a4%ec%9b%80_%ed%9b%84%ea%b8%b0%ec%9d%b4%eb%b2%a4%ed%8a%b8_web_%eb%a1%a4%eb%a7%81_%ec%88%98%ec%a0%95.jpg	C:/Dia/Dia/www.tourdaum.com/upload/banner/main/20210720-%ec%97%ac%ed%96%89%eb%8b%a4%ec%9b%80_%ed%9b%84%ea%b8%b0%ec%9d%b4%eb%b2%a4%ed%8a%b8_web_%eb%a1%a4%eb%a7%81_%ec%88%98%ec%a0%95.jpg	(from http://www.tourdaum.com/)
00:03:49	26883/26883	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:03:49%20GMT	http://www.tourdaum.com/Customer/NoticeView?nttid=444&searchColumn=&searchword=&searchpreface=&searchpreface2=&searchpreface3=&page=1	C:/Dia/Dia/www.tourdaum.com/Customer/NoticeViewc717.html	(from http://www.tourdaum.com/)
00:03:50	26770/26770	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:03:49%20GMT	http://www.tourdaum.com/Customer/NoticeView?nttid=138&searchColumn=&searchword=&searchpreface=&searchpreface2=&searchpreface3=&page=1	C:/Dia/Dia/www.tourdaum.com/Customer/NoticeViewb1ec.html	(from http://www.tourdaum.com/)
00:03:51	42623/42623	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:03:51%20GMT	http://www.tourdaum.com/Customer/ReViewList	C:/Dia/Dia/www.tourdaum.com/Customer/ReViewList.html	(from http://www.tourdaum.com/)
00:04:20	176922/176922	---M--	200	added ('OK')	image/jpeg	etag:%229c4d4e661b6cd81:0%22	http://www.tourdaum.com/upload/product/thu_sc11.jpg	C:/Dia/Dia/www.tourdaum.com/upload/product/thu_sc11.jpg	(from http://www.tourdaum.com/)
00:04:21	69189/69189	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:04:21%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DD0117	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelect4dd8.html	(from http://www.tourdaum.com/)
00:04:28	676937/676937	---M--	200	added ('OK')	image/jpeg	etag:%224258fde18f71d81:0%22	http://www.tourdaum.com/upload/banner/main/pc_banner_13.jpg	C:/Dia/Dia/www.tourdaum.com/upload/banner/main/pc_banner_13.jpg	(from http://www.tourdaum.com/)
00:04:49	169525/169525	---M--	200	added ('OK')	image/jpeg	etag:%22eef7c9d852d71:0%22	http://www.tourdaum.com/upload/product/thu_ij01.jpg	C:/Dia/Dia/www.tourdaum.com/upload/product/thu_ij01.jpg	(from http://www.tourdaum.com/)
00:05:07	67896/67896	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:05:07%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DD0189	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelect3bc9.html	(from http://www.tourdaum.com/)
00:05:26	109120/109120	---M--	200	added ('OK')	image/jpeg	etag:%22ee949ac4196bd81:0%22	http://www.tourdaum.com/upload/product/thu_sc05_22.jpg	C:/Dia/Dia/www.tourdaum.com/upload/product/thu_sc05_22.jpg	(from http://www.tourdaum.com/)
00:05:27	78037/78037	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:05:26%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DN0023	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelect383b.html	(from http://www.tourdaum.com/)
00:05:37	281398/281398	---M--	200	added ('OK')	image/jpeg	etag:%22ca9ba984826ed81:0%22	http://www.tourdaum.com/upload/product/thu_sc02_31.jpg	C:/Dia/Dia/www.tourdaum.com/upload/product/thu_sc02_31.jpg	(from http://www.tourdaum.com/)
00:05:38	60165/60165	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:05:38%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DN0038	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelect8366.html	(from http://www.tourdaum.com/)
00:05:40	245170/245170	---M--	200	added ('OK')	image/jpeg	etag:%2224b3e8be836ed81:0%22	http://www.tourdaum.com/upload/product/thu_sc02_33.jpg	C:/Dia/Dia/www.tourdaum.com/upload/product/thu_sc02_33.jpg	(from http://www.tourdaum.com/)
00:05:43	437693/437693	---M--	200	added ('OK')	image/jpeg	etag:%22d44944bdef6bd81:0%22	http://www.tourdaum.com/upload/product/thu_sc01_38.jpg	C:/Dia/Dia/www.tourdaum.com/upload/product/thu_sc01_38.jpg	(from http://www.tourdaum.com/)
00:05:43	65481/65481	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:05:43%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DD0150	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelect16e3.html	(from http://www.tourdaum.com/)
00:05:52	75177/75177	---M--	200	added ('OK')	image/jpeg	etag:%229c6891f17fbad71:0%22	http://www.tourdaum.com/upload/product/%ec%97%ac%ed%96%89%eb%8b%a4%ec%9b%80_%ec%8d%b8%eb%84%a4%ec%9d%bc08_1.jpg	C:/Dia/Dia/www.tourdaum.com/upload/product/%ec%97%ac%ed%96%89%eb%8b%a4%ec%9b%80_%ec%8d%b8%eb%84%a4%ec%9d%bc08_1.jpg	(from http://www.tourdaum.com/)
00:05:54	152514/152514	---M--	200	added ('OK')	image/jpeg	etag:%22dab095af0fbd71:0%22	http://www.tourdaum.com/upload/product/%ec%9c%a0%ec%b1%84%ea%bd%83.jpg	C:/Dia/Dia/www.tourdaum.com/upload/product/%ec%9c%a0%ec%b1%84%ea%bd%83.jpg	(from http://www.tourdaum.com/)
00:05:56	106601/106601	---M--	200	added ('OK')	image/jpeg	etag:%227ce949ab7fbad71:0%22	http://www.tourdaum.com/upload/product/%ec%97%ac%ed%96%89%eb%8b%a4%ec%9b%80_%ec%8d%b8%eb%84%a4%ec%9d%bc01_1.jpg	C:/Dia/Dia/www.tourdaum.com/upload/product/%ec%97%ac%ed%96%89%eb%8b%a4%ec%9b%80_%ec%8d%b8%eb%84%a4%ec%9d%bc01_1.jpg	(from http://www.tourdaum.com/)
00:05:56	67501/67501	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:05:56%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DD0200	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelectcc21.html	(from http://www.tourdaum.com/)
00:06:12	165293/165293	---M--	200	added ('OK')	image/jpeg	etag:%22547aa36382fbd71:0%22	http://www.tourdaum.com/upload/product/%ec%84%b1%ec%82%b0%ec%9d%bc%ec%b6%9c%eb%b4%89.jpg	C:/Dia/Dia/www.tourdaum.com/upload/product/%ec%84%b1%ec%82%b0%ec%9d%bc%ec%b6%9c%eb%b4%89.jpg	(from http://www.tourdaum.com/)
00:06:13	93114/93114	---M--	200	added ('OK')	image/jpeg	etag:%2296d19a2f1070d81:0%22	http://www.tourdaum.com/upload/banner/main/%ed%95%98%eb%8b%a8%eb%a1%a4%eb%a7%81_02_2.jpg	C:/Dia/Dia/www.tourdaum.com/upload/banner/main/%ed%95%98%eb%8b%a8%eb%a1%a4%eb%a7%81_02_2.jpg	(from http://www.tourdaum.com/)
00:06:13	178/178	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Jul%202022%2015:06:13%20GMT	http://www.tourdaum.com/Mypage/MyQnaList	C:/Dia/Dia/www.tourdaum.com/Mypage/MyQnaList.3a.delayed	(from http://www.tourdaum.com/)
00:06:13	184/184	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Jul%202022%2015:06:13%20GMT	http://www.tourdaum.com/login?returnUrl=%2fMypage%2fMyQnaList	C:/Dia/Dia/www.tourdaum.com/login.3b41b7.delayed	(from http://www.tourdaum.com/)
00:06:13	180/180	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Jul%202022%2015:06:13%20GMT	http://www.tourdaum.com/Mypage/MyApplyList	C:/Dia/Dia/www.tourdaum.com/Mypage/MyApplyList.3c.delayed	(from http://www.tourdaum.com/)
00:06:14	186/186	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Jul%202022%2015:06:13%20GMT	http://www.tourdaum.com/login?returnUrl=%2fMypage%2fMyApplyList	C:/Dia/Dia/www.tourdaum.com/login.3d7ea9.delayed	(from http://www.tourdaum.com/)
00:06:14	33829/33829	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:06:14%20GMT	http://www.tourdaum.com/Customer/FaqList	C:/Dia/Dia/www.tourdaum.com/Customer/FaqList.html	(from http://www.tourdaum.com/)
00:06:14	21631/21631	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:06:14%20GMT	http://www.tourdaum.com/Home/Company	C:/Dia/Dia/www.tourdaum.com/Home/Company.html	(from http://www.tourdaum.com/)
00:06:16	6009/6009	---M--	200	added ('OK')	image/png	etag:%2290e9d7e0bf58d61:0%22	http://www.tourdaum.com/Resources/images/footer_bnr.png	C:/Dia/Dia/www.tourdaum.com/Resources/images/footer_bnr.png	(from http://www.tourdaum.com/)
00:06:16	46550/46550	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:06:16%20GMT	http://www.tourdaum.com/Etc/Privacy	C:/Dia/Dia/www.tourdaum.com/Etc/Privacy.html	(from http://www.tourdaum.com/)
00:06:18	36474/36474	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:06:16%20GMT	http://www.tourdaum.com/Etc/Policy	C:/Dia/Dia/www.tourdaum.com/Etc/Policy.html	(from http://www.tourdaum.com/)
00:06:20	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2006%20Jul%202022%2015:06:19%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Dia/Dia/www.googletagmanager.com/gtm.435445.delayed	(from http://www.tourdaum.com/)
00:06:20	143309/143309	---M--	200	added ('OK')	image/jpeg	etag:%22ee547b141070d81:0%22	http://www.tourdaum.com/upload/banner/main/%ed%95%98%eb%8b%a8%eb%a1%a4%eb%a7%81_01_2.jpg	C:/Dia/Dia/www.tourdaum.com/upload/banner/main/%ed%95%98%eb%8b%a8%eb%a1%a4%eb%a7%81_01_2.jpg	(from http://www.tourdaum.com/)
00:06:22	40666/40666	---MCZ	200	added ('OK')	application/javascript	etag:W/%22238b08a7b246f6be6b3cd71ea5edf1d8%22	http://fin.rainbownine.net/js/adn_tags_2.1.3.js	C:/Dia/Dia/fin.rainbownine.net/js/adn_tags_2.1.3.js	(from http://www.tourdaum.com/)
00:06:23	54418/54418	---MCZ	200	added ('OK')	application/javascript	etag:W/%224667a4816406a2ab81775d1fe72eb9b4%22	http://fin.rainbownine.net/js/across_adn_closed_pc_ad_1.0.4.js	C:/Dia/Dia/fin.rainbownine.net/js/across_adn_closed_pc_ad_1.0.4.js	(from http://www.tourdaum.com/)
00:06:24	58672/58672	---M--	200	added ('OK')	image/jpeg	etag:%224cce34d132ad81:0%22	http://www.tourdaum.com/upload/banner/main/%ea%b3%a0%ec%a0%95%ec%9d%b4%eb%af%b8%ec%a7%80_5.jpg	C:/Dia/Dia/www.tourdaum.com/upload/banner/main/%ea%b3%a0%ec%a0%95%ec%9d%b4%eb%af%b8%ec%a7%80_5.jpg	(from http://www.tourdaum.com/)
00:06:24	11489/11489	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a82376-2ce1%22	http://cdn-aitg.widerplanet.com/js/wp_astg_4.0.js	C:/Dia/Dia/cdn-aitg.widerplanet.com/js/wp_astg_4.0.js	(from http://www.tourdaum.com/)
00:06:24	11942/11942	---M--	200	added ('OK')	text/css	etag:%2235a06163fc70d61:0%22	http://www.tourdaum.com/Resources/css/reset.css	C:/Dia/Dia/www.tourdaum.com/Resources/css/reset.css	(from http://www.tourdaum.com/Resources/css/style.css)
00:06:25	62172/62172	---M--	200	added ('OK')	text/css	etag:%222a696fbbca84d71:0%22	http://www.tourdaum.com/Resources/css/layout.css	C:/Dia/Dia/www.tourdaum.com/Resources/css/layout.css	(from http://www.tourdaum.com/Resources/css/style.css)
00:06:26	20124/20124	---M-Z	200	added ('OK')	application/javascript	etag:%2262a7edb9-4e9c%22	http://wcs.naver.net/wcslog.js	C:/Dia/Dia/wcs.naver.net/wcslog.js	(from http://www.tourdaum.com/)
00:06:26	90784/90784	---M--	200	added ('OK')	text/css	etag:%22c82ea0e1bf58d61:0%22	http://www.tourdaum.com/Resources/css/fonticon.css	C:/Dia/Dia/www.tourdaum.com/Resources/css/fonticon.css	(from http://www.tourdaum.com/Resources/css/style.css)
00:06:28	194934/194934	---M--	200	added ('OK')	image/jpeg	etag:%226a2def551070d81:0%22	http://www.tourdaum.com/upload/banner/main/%ed%95%98%eb%8b%a8%eb%a1%a4%eb%a7%81_03_2.jpg	C:/Dia/Dia/www.tourdaum.com/upload/banner/main/%ed%95%98%eb%8b%a8%eb%a1%a4%eb%a7%81_03_2.jpg	(from http://www.tourdaum.com/)
00:06:28	2679/2679	---M--	200	added ('OK')	image/png	etag:%22802e17acd58d61:0%22	http://www.tourdaum.com/Resources/images/btn_visual_prev.png	C:/Dia/Dia/www.tourdaum.com/Resources/images/btn_visual_prev.png	(from http://www.tourdaum.com/Resources/css/bxslider.css)
00:06:29	2680/2680	---M--	200	added ('OK')	image/png	etag:%22e88bea7acd58d61:0%22	http://www.tourdaum.com/Resources/images/btn_visual_next.png	C:/Dia/Dia/www.tourdaum.com/Resources/images/btn_visual_next.png	(from http://www.tourdaum.com/Resources/css/bxslider.css)
00:06:29	0/-1	---M--	302	error ('')			http://m.tourdaum.com/upload/kakao/tourdaum.jpg	C:/Dia/Dia/m.tourdaum.com/upload/kakao/tourdaum.4e.delayed	(from http://www.tourdaum.com/Product/ProductList?divCd=D)
00:06:29	0/-1	---M--	302	error ('')			http://www.tourdaum.com/Mypage/MyGrade	C:/Dia/Dia/www.tourdaum.com/Mypage/MyGrade.4f.delayed	(from http://www.tourdaum.com/Product/ProductList?divCd=D)
00:06:29	0/-1	---M--	302	error ('')			http://www.tourdaum.com/login?returnUrl=%2fMypage%2fMyGrade	C:/Dia/Dia/www.tourdaum.com/login.5084fc.delayed	(from http://www.tourdaum.com/Product/ProductList?divCd=D)
00:06:29	0/-1	---M--	302	error ('')			http://www.tourdaum.com/Mypage/MyGrade	C:/Dia/Dia/www.tourdaum.com/Mypage/MyGrade.51.delayed	(from http://www.tourdaum.com/Product/ProductList?divCd=D)
00:06:29	0/-1	---M--	302	error ('')			http://www.tourdaum.com/login?returnUrl=%2fMypage%2fMyGrade	C:/Dia/Dia/www.tourdaum.com/login.5284fc.delayed	(from http://www.tourdaum.com/Product/ProductList?divCd=D)
00:06:29	67477/67477	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:06:29%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DD0201	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelectc87f.html	(from http://www.tourdaum.com/Product/ProductList?divCd=D)
00:06:29	1334245/1334245	---MCZ	200	added ('OK')	text/javascript	etag:%221040e3e-145be5-5e31deb379862%22	https://cdn.megadata.co.kr/dist/prod/enp_tracker_self_hosted.min.js	C:/Dia/Dia/cdn.megadata.co.kr/dist/prod/enp_tracker_self_hosted.min.js	(from http://www.tourdaum.com/)
00:06:30	71959/71959	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:06:30%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DD0190	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelect468a.html	(from http://www.tourdaum.com/Product/ProductList?divCd=D)
00:06:33	32624/32624	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:06:32%20GMT	http://www.tourdaum.com/Product/ProductList?divCd=D&page=1	C:/Dia/Dia/www.tourdaum.com/Product/ProductListd13e.html	(from http://www.tourdaum.com/Product/ProductList?divCd=D)
00:06:34	32700/32700	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:06:32%20GMT	http://www.tourdaum.com/Product/ProductList?divCd=D&page=2	C:/Dia/Dia/www.tourdaum.com/Product/ProductList08e3.html	(from http://www.tourdaum.com/Product/ProductList?divCd=D)
00:06:34	0/-1	---M--	302	error ('')			http://www.tourdaum.com/Mypage/MyQnaList	C:/Dia/Dia/www.tourdaum.com/Mypage/MyQnaList.5a.delayed	(from http://www.tourdaum.com/Product/ProductList?divCd=D)
00:06:34	0/-1	---M--	302	error ('')			http://www.tourdaum.com/login?returnUrl=%2fMypage%2fMyQnaList	C:/Dia/Dia/www.tourdaum.com/login.5b41b7.delayed	(from http://www.tourdaum.com/Product/ProductList?divCd=D)
00:06:34	0/-1	---M--	302	error ('')			http://www.tourdaum.com/Mypage/MyApplyList	C:/Dia/Dia/www.tourdaum.com/Mypage/MyApplyList.5c.delayed	(from http://www.tourdaum.com/Product/ProductList?divCd=D)
00:06:34	0/-1	---M--	302	error ('')			http://www.tourdaum.com/login?returnUrl=%2fMypage%2fMyApplyList	C:/Dia/Dia/www.tourdaum.com/login.5d7ea9.delayed	(from http://www.tourdaum.com/Product/ProductList?divCd=D)
00:06:34	0/-1	---M--	302	error ('')			http://m.tourdaum.com/upload/kakao/tourdaum.jpg	C:/Dia/Dia/m.tourdaum.com/upload/kakao/tourdaum.5e.delayed	(from http://www.tourdaum.com/Product/ProductList?divCd=N)
00:06:34	0/-1	---M--	302	error ('')			http://www.tourdaum.com/Mypage/MyGrade	C:/Dia/Dia/www.tourdaum.com/Mypage/MyGrade.5f.delayed	(from http://www.tourdaum.com/Product/ProductList?divCd=N)
00:06:34	0/-1	---M--	302	error ('')			http://www.tourdaum.com/login?returnUrl=%2fMypage%2fMyGrade	C:/Dia/Dia/www.tourdaum.com/login.6084fc.delayed	(from http://www.tourdaum.com/Product/ProductList?divCd=N)
00:06:34	0/-1	---M--	302	error ('')			http://www.tourdaum.com/Mypage/MyGrade	C:/Dia/Dia/www.tourdaum.com/Mypage/MyGrade.61.delayed	(from http://www.tourdaum.com/Product/ProductList?divCd=N)
00:06:34	0/-1	---M--	302	error ('')			http://www.tourdaum.com/login?returnUrl=%2fMypage%2fMyGrade	C:/Dia/Dia/www.tourdaum.com/login.6284fc.delayed	(from http://www.tourdaum.com/Product/ProductList?divCd=N)
00:06:36	73300/73300	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jul%202022%2015:06:35%20GMT	http://www.tourdaum.com/Product/ProductSelect?productId=DN0026	C:/Dia/Dia/www.tourdaum.com/Product/ProductSelect632c.html	(from http://www.tourdaum.com/Product/ProductList?divCd=N)
00:06:59	149771/149771	---M--	200	added ('OK')	image/jpeg	etag:%22e6435ca01b6bd81:0%22	http://www.tourdaum.com/upload/product/thu_sc02_6.jpg	C:/Dia/Dia/www.tourdaum.com/upload/product/thu_sc02_6.jpg	(from http://www.tourdaum.com/Product/ProductList?divCd=D)
